_id,choose_the_best_user_intent_for_the_post_gold,is_the_title_discriminative_gold,if_yes_does_the_intent_of_the_title_and_content_agree_with_each_other_gold,docid,title,content,forumid,
439158239,Can drugs or treatments X cause adverse finding Y?,Yes,Yes,486611,Switching allergists and allergy serums messes up shot affects?," Hi Everyone, we have an appt. with the allergist in two months (annual check up) to ask this question but I was wondering if anyone had any thoughts here. My daughter started allergy shots for all of the inhaled allergens when she was 3 1/2 with excellent results (weaned her off antihistamines and she only used a nasal inhaler with no symptoms). When she turned 5 we moved 1 1/2 hours away. The allergist continued to mail the serum to us and the peditrician's office gave her her shots. We had to make a decision, however, to either drive her back every year to get her annual check up or change allergists. Well, I made the wrong decision! We switched allergists and, therefore, serums. After we switched the serums she deteriorated. She was supposed to move to once per month shots and we were back to every two weeks. Well, after a year of this I switched her back to the original allergist. She is even worse now! She is now back on antihistamines! Do you think that switching serums messes up everything? Neither allergist suggested this possibility. When we switched the first time he said that he had a few patients who switched like this but not many.",10,0.536221253
447489554,"Story telling, news, sharing or asking about experience, or soliciting support.",No,,645694,Feeling dead," Ok, I've been sitting here reading different things for a while so thought I'd ask my question. I'm feeling very weird and zombie-ish and dead lately. I've been on 40 mg of Prozac for about two yrs. I had a point after I got my mg's right that I actually felt good . For about the last 6 mo though, I'm kind of feeling like whatever to everything. I'm not happy or thrilled about anything, it's almost like I couldn't care less. I'm in a job I hate and don't care who knows it, including my boss. Sometimes I just sit and stare off into no-where like I'm completely outside of myself. I love sleep, only I constantly wake up at night. Then in the morning it's like I never went to sleep and I'm tired and run down all day. I have a wonderful husband and 2 great kids that ask me what's wrong momma? and I can't even say. I asked my husband yesterday if he noticed that my attitude is any different lately, and he said that I'm handling stress better than before I was on Prozac. Don't know if that answered the question or not, I'm thinking not. Talking about stress, I don't feel like I have a tolerance for it at all. I just won't put up with things that stress me. I tell people like it is, and I think I'm starting to make enemies at work. Don't really care. There isn't too much I do care about at this point, although I love my family. But when it comes to myself, I could fall off a building and smile on the way down....no clue. Oh, and I can't even cry anymore. Help?",44,0.859917407
447489660,How should I manage or treat symptoms or conditions X?,No,,838468,Just a update........Prozac," I talked to my doctor GP whom put me on prozac for anxiety and depression. Yesterday was One month and two days. I started out on 10mgs, then went to 20mgs and hated it............so when I spoke with the nurse who know's I am going to a therapist next week, lowered me back down to 10 mgs and said to stay on it and give it more time? YES&amp;amp;amp;amp;amp;lt; YES&amp;amp;amp;amp;amp;lt; YES, I am impatience............but does this sound realistic to you? Yes, I have been on many AD's and don't know why she wants me to stay on it? Can the therapist help and suggest something else, or should I just be patience and see and give it more time?:confused: I am beginning to think my body itself can not handle AD's...........but 10mgs is small she said. Is this normal, does prozac really take THAT LONG TO GET INTO YOUR SYSTEM:mad:............I think the 20mgs was a bit to much for my body.......... Be nice for I know I have made some board with my history and I AM SORRY FOR THAT.......but want to get back on the right track, regardless of the stress in my life.........I have to keep moving forward..... I will check soon, I am going to the gym to think......and exercise...... Hugs and thank you ALL AND I MEAN ALL for listening...............:wave:",44,0.709049139
447472103,"What is the cause of symptoms, conditions, or test findings X?",No,,347610,Allergic reaction to Metal???," so i had knee surgery a while back.. 3 / 4 months now.. and two weeks after it my health took a dive.. got all dizzy, tingly arms, muscle weakness, blurry vision.. thought i was dying. got MRI scans, Ct scans, bloodowrk.. anyway they found everything normal cept my thyroid.. i have high thyroglobulin antibodies, which are apparently present with Hashis.. thing is i feel it had to have something done with the surgery.. i found out with ACL surgery they put 2 screws in ur knee. they can be either Metal or Bioabsorbable. if i had metal in my knee, could this be causing the autoimmune response? if im allergic that is? anybody ever heard of something like this?? its driving me crazy.. help. thanks scott",10,0.992931184
447489650,How should I manage or treat symptoms or conditions X?,No,,305349,allergy shots, i take a beta blocker called atenol a low dowsage of .25 every day as a percaurion to keep my blood pressure in good shape is there any reason why i shouldn't take allergy shots,10,0.314583853
447472542,How should I manage or treat symptoms or conditions X?,No,,729823,lumpectomy recovery," I am scheduled for a lumpectomy on jan 12th and am also scheduled (already paid) for a vacation to Roatan, Honduras at a top resort on feb 1st; can I go if I am careful; do I have to stay out of the sun even if I cover up affected area; would not have to lift or do anything except relax Any help would be appreciated",23,0.176162645
447472300,How should I manage or treat symptoms or conditions X?,No,,745360,nipple discharge, i am 22 yrs female. clear sticky liquid comes from my right nipple when squeezed. i never felt pain. whenever i squeeze my nipple liquid comes out. whom should i consult for the same?,23,0.75202902
447489243,How should I manage or treat symptoms or conditions X?,No,,362052,mold problems," Anyone out there that could help me? I have had chronic sinus/sore throat/cough problems for quite some time. Found mold in the basement and attic which is supposed to be remediated but the remediator has been VERY slow in responding. We even have chaetomium in the basement which I never heard of but seems to be as bad as stachy. I also have been sick since last March - hyperthyroidism, have had a mastectomy, severe osteoporosis, Crohn's disease, acid reflux and have not done as much cleaning as one should. I decided to do some testing on my own as the inspector charged $1,700 for testing and didn't come up with all he should have. He missed a large spot in the basement that I found after. My bedroom has millions of live Penicillium spores -no visable mold. The Lab director actually called me with his concerns. Also, the living room has heavy aspergillus/penicillium. My husband only makes $16/hour and said no more testing - what you can't see can't hurt you. Perhaps I am reading too much on the internet but I am scared. He sleeps in the other room which has regular house mold (rare) because of his terrible snoring so I am left to sleep in the condemned room. I bought a couple of air purifiers and put one in my room. Since I cannot test anymore I guess I have to hope for the best. He thinks it is coming from an old dresser that has kids toys in it and the drawers don't fit quite right from the grandkids climbing on them. The toys have not been touched for about a year. However, the Lab Director said they are live viable spores that can only be if it is damp or humid. The humidity in the room has been around 42% to 45% and I give up. Meanwhile, how do we get the dresser out without spreading the spores around? Hubby wants to take it out tomorrow night as Thursday is garbage day and empty out the drawers outside. I spoke to the inspector and he said if it is disturbed (cleaned any more or moved) spores will be dispersed in the bedroom, hallway, down the stairs and out the door. I wonder if I can somehow wrap it in plastic and just leave the legs sticking out and clean them with moldzyme. Any one have any thoughts on this???? I don't think the dresser is the cause, just part of the problem. It is so cold also and I am run down and sick now from all the cleaning and not sleeping well and I cringe thinking about going out there in the dark, cleaning out drawers. Guess I'll need another shower and maybe if I wear 3 hooded sweatshirts I don't have to spend money at the cleaners for my coat. Thanks for any suggestions. Suggi",10,0.917922638
447489506,"Story telling, news, sharing or asking about experience, or soliciting support.",No,,149912,A protocol," After fighting chronic bacterial sinusitis for months, seeing a lot of doctors (allergists, ENT, GP, etc.) I've developed a method for dealing with symptoms which I think offers some relief. There are 2 parts to this. PART ONE: When you have symptoms of a bacterial infection in the sinuses. These include facial/forehead pain, frequent headaches, yellow or green nasal discharge, dizziness/lightheadedness, cloudy vision, and stuffed up sinuses. 1. Antibiotics: either Avelox or Levaquin for a MINIMUM of 14 days. 21 is even better if your doctor allows it. 2. Prednisone: go on this for 4-5 days, and remember to taper off. This reduces inflamation and allows the antibiotic to penetrate the sinuses. 3. Nasal steroids: Nasacort or Rhinocort PART TWO: if you have chronic sinus problems even when bacteria may not be present, such as nasal blockage, swelling, allergic shiners, etc. 1. Irrigation: Use either a machine (I use a Grossan Hydropulse, but there are others), or a spray bottle. Do this twice daily, once in the morning when you wake up, and once at night. The solution that works for me is: a) 20ml of Alkalol (you can order this from your drug store) b) 480ml of warm water (not hot) c) a pinch of sea salt d) a pinch of baking soda 2. Mucinix: a mucus thinner. Take 2 tablets twice a day. You can get this from the pharmacy, but you have to ask. 3. Antihistamine spray: Astelin is a good one. 4. Drink TONS of water. 5. Get 8 hours sleep minimum. The less sleep I get, the worse my sinuses feel. 6. Use humidifiers in the bedroom. 7. A Steam mask : I use one from Conair. It basically blows steam into your face, and helps soothe the sinuses. This works well in winter. 8. Hot baths. --------------------------------------------------------- Now what NOT to do! 1. Do NOT take OTC antihistamines while you have a bacterial infection. You will make it even worse. 2. Do NOT use decongestant sprays. You will have a rebound effect later. 3. Do NOT go on antibiotics for less than 14 days. The bacteria will become antibiotic resistant.",10,0.224015645
447472126,Others.,No,,527114,Don't you feel like a LOSER posting here on the Internet about your depression?," I think sometimes this is so pathetic that we, including all of you and myself, are just whining, crying and doing all that typical being depressed stuff ONLINE. I'm a senior college student. I can't afford no freakin shrink or any kind of counseling that costs me money. it's like I'm gonna be broke before even getting help. so I am sitting here in front of my computer and reading and typing. I don't know. it's so depressive that I can't even afford to be depressed. you know what I mean? man, it's so messed up. u need a finance to be depressed, sad, cry, whine, get help, get hug, get padded on the back, be emotional, let it out whatever. anybody feels the same way? I'm not looking for an answer or anything. I'm just talking ****. it feels tiny bit better. but the fact is I am still online. p.s) please don't come up w/ do u have insurance, there is this affordable blah blah blah",44,0.366991931
439158211,How should I manage or treat symptoms or conditions X?,Yes,Yes,684797,Is it ok to take evening primrose oil (omega 6 fatty acid) with Lexapro?," I take 5mg Lexapro daily for depression. I started taking evening primrose oil (a small capsule - I think it's 50mg) because it helps with PMS, and I have a really dry scalp so I'm hoping maybe the oil will help with that. Though, EPO is supposed to help balance hormones naturally, so I don't know how that interacts with my anti-depressant (which works on brain chemicals)? Since I'm taking such a low dose of Lexapro, does it matter? EPO isn't like fish oil in that it isn't supposed to have any effect on depression/anxiety. I've been considering taking fish oil too though or at least upping my EPO dosage because my dry scalp/skin is getting insane! Does anyone take either of these supplements along with anti-depressants?",44,0.186355602
439158246,"Combination (&gt;2 of manage, cause, or adverse findings).",No,,698846,If you had to choose," Hi Everyone, If you had to choose between Lexapro Paxil to take for depression, which one would it be. Which one has less side affects. I am so afraid of the anxiety and feeling of detachment from life that you get from taking them. I see from other posts that these 2 drugs have been around alot, and I don't like what I'm hearing about the newer one out and how its a problem getting off of them. Any input would be great. I have a sample for Paxil and a prescription for Lexapro calling me as if to say pick me, pick me. LOL Any input would be great. Thanks Misty",44,0.561091299
447472271,"What is the cause of symptoms, conditions, or test findings X?",No,,754396,Please reply," Hi I had this strange attack of burning in my chest and back in Feb, thought it was a heart attack and went to the er, said I did not, but admitted me for observation. All blookd work came good, cholesterol was perfect, etc. i went to my fam doc the following week, had a holter monitor for heart palps, that was ok too. Said it was GERD and I am on prilosec. The pain went away after a few weeks, some here and there but I have been worried ever since, I have severe anxiety as well. I will get this burning pain in my chest, in the center or upper stomach that will last a few sec and go away. I am not short of breath and it comes on for no reason. I have no pressure or anything else...... I am scared its angina, I keep reading on here. Does it sound like it could be??",65,0.178245712
447472464,"What is the cause of symptoms, conditions, or test findings X?",No,,729821,Strange heart problems," Hello, I am a 27 year-old male and I have some weird thing going on with my heart approximately since the ages 18/19... In the past years I've had a number of problems like arrhythmia, tachycardia, needle pinch-like pain in the heart area, knife-like pain in the heart area when under stress or laughing hard... etc. Currently the problems are lower, but the thing is that I've been to a pulmonary/lung exam x-ray yesterday and my lungs-specialist asked me: do you have problems wiht your heart? - I got shocked and asked her how did you guess, what do you see on the x-ray ... She said she is not sure, but there might be some sort of an artery lengthening above the heart or something... she avoided saying anything, but sure scared the hedgehogs out of me! Important details about my past heart problems... - I was under tremendous stress druing my early 20s, was often the victim of verbal abuse in the family, during fights I often felt arrhythmia - I had a period when following a family scandal I started feeling a strong needle pinch-like pain in the heart whenever I made a little effort: sat down, got up, laughed, walked up or down stairs... I could not do anything, felt like someone was stabbing me... lasted 2-3 months, then got cured because the family doctor gave me metoprolol - family doctor said I had tachycardia, told me I have a vary fast pulse and asked me are you under stress? sure I was for many years!... sent me to EKG, but no problem was found... - went 2 times to electrocardiogramm/EKG examinations in my life, but they said it was OK - I never felt the brutal needle-pinch-like stabbing in the heart after the metoprolol treatment, but I still have irregular heartbeats, like the heart sometimes doesn't beat or beats faster or slower... - only sometimes I get so stressed I see darker with my eyes, like my head is exploding... perhaps because of brutal conflicts I always hear between my parents... - sometimes after jogging I have bluish/dark rings around my eyes and my eyes seem to swell a bit, but not very much... though noticeable, people stare at me on the streets like I was some sort of a Bettlejuice or something :eek: I sometimes lift small weights and do running (not on a daily basis), only about 20 min/occasion... about 2 times/week. I do have a positive attitude and sense of humor, but am very worried, is it something really bad or just stress ? I am worried about what my doc said about my x-ray...:confused: From my descriptions, can anyone help me out? I appreciate your kindness... Dave",65,0.132586066
447489618,"What is the cause of symptoms, conditions, or test findings X?",No,,211798,Eye Allergies," I have these terrible allergies during the spring and fall. I heard that it has something to do with tree pollen, but my doctor has yet to figure it out. My face and arms get real itchy and then my eyelids(top and bottom) swell to where they're almost shut. My eyelids feel like they're filled with some sort of fluid. Then, when the swelling goes down after a day or so my eyelids will be so dry that sometimes they peel. Does anyone know what this is or why this happens??",10,0.804791766
447472583,"Combination (&gt;2 of manage, cause, or adverse findings).",Yes,No,884148,Is something wrong?," Hi folks :wave: First time posting so please forgive any oversights :confused: About a week before Christmas I was at work (in a typical IT office) with a headache and took two paracetamol extra (paracetamol with caffeine) for it. Nothing unusual as though I don't drink tea or coffee, I do drink energy drinks and have taken these pills before. However about 20 mins later my heart started pounding, I got really hot and dizzy, and struggled to breathe - in short, I suffered an anxiety attack for the first time in my life. It freaked the hell out of me. After about an hour my heart was still racing so I went to a local free-clinic to get myself checked. The nurses there took my blood pressure, did an ECG test, listened to my heart and did a blood-sugar test as well. When I first arrived my heart was at129bpm despite my sitting prefectly still. My oxygen levels, blood pressure and sugar level were fine though and as my pulse gradually calmed down during the 40 mins or so I spent with them, in the end they sent me on my way and said to take it easy and rest up. I thought that would be it, but since then I've experienced frequent symptoms that are starting to concern me. Most days at some point or other I've experienced some brief palpatations and dizziness that passes after a minute or two. More annoyingly is that on a few occasions over the last two weeks I've had a really sharp sudden pain in the right side of my chest, with tightness making it hard and painful to breathe (it is what I would imagine a collapsed lung to feel like). Again though, after 5-10 mins this has passed too. Otherwise in general I've felt quite tired, despite it being a fairly relaxed Christmas. I'm 28 and in good health (I think). I'm not exactly a couch potato and according to my Wii Fit I'm a bit underweight. Basically what I'm asking is should I go and see my GP and tell them all this? I've found them to be pretty dismissive in the past and don't want to waste half-a-day for them to tell me I'm fine. Thanks for reading this, M =S",65,0.170305816
447472239,"Story telling, news, sharing or asking about experience, or soliciting support.",No,,755343,is anyone missing a heart value, i am 17 years old i just found out instead of three heart values i only have 2 and i may require heart surgery later on down the line please tell me your experenses with this,65,0.017416609
447489615,How should I manage or treat symptoms or conditions X?,No,,725992,Can't live in my new house... HELP," This is my worst nightmare. I just bought a two year old house last Friday and after spending a couple hours in it realized I'm reacting to something inside the house and need some help on what it might be. After I've spent 15-20 minutes in the house from being outside, I notice my eyes start to get a little puffy. After about an hour, they get really red and itchy and stay that way until I leave. Once I get outside, they feel better almost immediately. It seems like I'm reacting to whatever it is throughout the house, not just in a specific location. I had about 15 friends over on the night I moved in and only one of them mentioned something about their eyes being itchy, but it could have been from my cats. I have no idea how I missed this during my walk-throughs and home inspection. The house is in Wisconsin and the previous owners built it new and lived there with their two children, but didn't have any pets. The upstairs is carpeted, downstairs is flooring and synthetic wood. My realtor had the carpets cleaned before I moved in, but the cleaners said they use an all-natural cleaner that is hypoallergenic. I'm not allergic to anything that I know of, and it is only my eyes that are being irritated. No stuffy nose or sneezing. There may be a little tightness in my chest, but it isn't sever enough for me to say definitively. I don't even know where to start to try to remedy the problem. Anyone have any ideas? Thanks a bunch. I'm sort of freaking out here.",10,0.899933555
447489249,Can drugs or treatments X cause adverse finding Y?,Yes,Yes,760373,Re: new to lexapro - side effects," I have been on Lexapro 10mg for a little over 3 weeks now and didn't start feeling weird until a few days into it. I started feeling off balance, not really losing my balance or falling just the feeling that I could and I sometimes get dizzy but mine is more of a feeling of being off balanced. I also started getting temple headaches and random pains in the back of my head that only lasted a few seconds. I am also on the generic for clonopin and when I take that it seems to someitmes help offset the off balance feeling but then it comes back. I spoke with a pharmacist who says it's very common to feel this way and it should go away etc. Well I can't take it anymore I am weaning off. My doctor said to cut the 10mg in half and take those for a week and see how I feel. I bet I will still get these feelings but hope they go away. i also sometimes feel weird when I am trying to focus on something. I get the heart palpitations also, I started getting indegestion and trouble swallowing, legs feel heavy and got the insomnia pretty bad also. I have really bad anxiety and always fear I am dying. I have had bloodwork, ct scan, ultrsound of liver, pancreas, kidneys etc, heart tests, EKG's the works and everything was fine. Anyone else have these side effects?",44,0.821731472
447489196,"Story telling, news, sharing or asking about experience, or soliciting support.",No,,522491,fox chase cancer center, is anyone familiar with this hospital? i made my appointment there because they have such a good reputation. I'd like to know if anyone has had any experience they can share with me. i have not been diagnosed yet and this will be my first meeting with a healthcare prof about this lump that i have. i would like to know what to expect as they told me it would be a 3-4 hour appointment. kim:cool:,23,0.593555698
447489425,How should I manage or treat symptoms or conditions X?,Yes,Yes,749596,Neg. Mammo/Need to see surgeon?," I had a negative mammogram in Feb 2010. I kind of thought I felt a lump in my right breast myself so was relieved to see a negative report. Report mentioned something about fibrous changes consistent with previous exams. I have not been to a gyn. in a couple of yrs (had a hysterectomy 20 yrs ago) but on yrly exam w/ my regular practioner last wk, she found the lump which she called a solid mass (in glandular tissue she said) in rt breast instructed me to get an appt w/ a surgeon. I pointed out the neg. mammogram report in her files but she said it did not matter; she still wants me to see the surgeon. Is this unusual to ignore a neg. mammogram? (My history: age 63; had cervical cancer multiple basal cell skin cancers. One grandmother died of breast cancer at 35; G.grandmother died of uterine cancer; other of breast cancer age 60. Mom aunt cancer-free. I had my only child age 35/did not breast feed; first period age 10. thanks",23,0.422986092
447489191,How should I manage or treat symptoms or conditions X?,No,,539179,Breast Pain - Can this be a symptom we never hear about?," I am 33 yrs old. I am a mother of one daughter who is 3. I started my period in the 5th grade. I have been having some concerning symptoms in the recent past which have prompted me to have some tests taken. I will list them in a moment. I have developed a new issue which worries me. In the past 3 days I have been experiencing breast pain. Only in my left breast. It is a dull, shooting pain that comes and goes. Worse if I am up and walking around. Also, the area (this has been true for some time) on the side of my breast - under my arm, but down more - not in the arm pit - is very sore to the touch. I feel no lumps or anything strange at all. I am a 38D so it is kinda hard to do self exams - at least for me for whatever reason. But I feel nothing in the way of lumps or masses at all. My nipples are not anymore sensitve or painful. So here are the test I have taken (I am curious if any of these would have indicated Breast Cancer) and I have been told they are normal... Progesterone Estrogen Prolactin Yesterday I had a full thyroid panel (TSH, Free T4 and T3, Cortisol and Insulin Levels and Fasting Glucose)...do not have these results yet. Since the sex hormones are considered normal levels - should I not worry about breast cancer? Would abnormalities show in those tests? One more thing...I have no family history of breast cancer. But my grandmother did die at age 58 of ovarian cancer. Below I will list my symptoms to give a better picture: List of long term symptoms: Hx of Anxiety, SVT, Depression, Irritability, PVCs and PACs and Fatigue (Anxiety, Tachycardia and Palpitations controlled with Klonopin and Metoprolol) Allergies � seasonal Highly sensitive in general � to EVERYTHING (mosquito bite gets huge and red � everything seems exaggerated) Symptoms since having child (3 years ago): Heavy periods with clotting Irregularity in periods Breast tenderness Major bloating in abdomen and chest prior to period Lightheadedness Low BP Mood Swings Brain Fog Very low energy levels Increasingly severe fatigue Insomnia (recent) Hot Flashes (recent) Increased Irritability Increase in headaches � sinus type Thank you so much for listening. I know I probably shouldnt waste space here and leave it for those who actually have been diagnosed. But I am just worried. Heather, WI Body aches Exercise Intolerance Extreme difficulty losing extra 20lbs � all around waist and breast area",23,0.616765551
447472476,How should I manage or treat symptoms or conditions X?,No,,717987,Food Allergies and Trouble Breathing," My husband was diagnosed with allergies to wheat, corn, soy, and peanuts. He was diagnosed through the RAST test...he scored a 4 on wheat and 3's on corn, soy, and peanuts. He also has GERD. When he has a reaction he has an extremely hard time breathing, pains under his rib cage, and is extremely bloated. Since he was diagnosed he has been very good about his diet. All of the sudden the last few days he cannot eat anything without having a reaction...he has been very miserable. I know he could develop other allergies, but it seems like everything he eats he has a reaction to. We are so lost as to what to do. There are no food allergy specialists in our area....our family doctor is who diagnosed him and he basically told him that there really isn't anything he can do except for avoiding the foods he's allergic to, but it seems like he can't eat anything!! Any advice???",10,0.220271782
447472552,Can drugs or treatments X cause adverse finding Y?,Yes,Yes,732633,Pristiq Side Effects?," Hi I have been on Pristiq for 4 months I felt like it worked up until now. The other day I felt like I had just gone crazy. I called my doctor and she said to just stop taking it. Today is my second day off it and I am feeling dizzy, tingly, itchy and just feel sick to my stomach. I was wondering if anybody has come off it cold turkey and could let me know the withdrawal side effects and how long they last? I would appreciate it if any one could let me know. Thanks Cassara",44,0.827961805
447489527,"What is the cause of symptoms, conditions, or test findings X?",No,,707297,Orthostatic Hypotension," Hello everyone. I have been experiencing numberous symptoms the past month, which include lightheadedness, dizzness, fatigue, racing heartbeat and dropped blood pressure upon standing. I saw a cardiolodist today who has insisted that if the pressure falls in the first 2 minutes, it isn't orthostatic hypotension. My blood pressure falls sgnifigantly the moment I stand up. After standing for a couple minutes, my bp stabilizes. Does anyone know the true diagnostic criteria for this disorder? How can it be normal for my bp to fall so drastically? My dr seems to think it isn't causing my symptoms. Thanks in advance. Oh also, when I stand, my pulse increases by 20-30 beats per minute.",65,0.745050975
447472565,"What is the cause of symptoms, conditions, or test findings X?",No,,870998,Mistaking LPR for allergies??," Ok so I'm from the Boston area the last 48 hours my allergies have flared up like ive never seen, I can't breathe through my nose my ears feel plugged like they need to pop post nasal drip a ton of sneezing (I hardly ever sneeze). But in the past 6 weeks or so sometimes my throat burns so bad it feels like someone just poured acid down it, I remember the first time it happened I was like mom what the heck is wrong with my throat it burns like no ones business! I've read that there is an uncanny connection between sinus issues this LPR or silent reflux (I never connected the 2 cuz I hadn't heard of LPR id only heard of gerd I hardly ever get heartburn it was always higher up in my throat) Always worst upon waking but have been noticeable all day the last few days. Although I don't like to take PPI's regularly, they work well, but so do nasal decongestants. So maybe I just have LPR, but am just having a brief sinusitis episode at the same time, or are they related? How do I know the difference. Also, are there any nervine herbs that are known to cause congestion? I have been trying different ones such as kava root valerian for severe anxiety insomnia. I take a zyrtec tab every morning. TIA",10,0.673007904
447489467,How should I manage or treat symptoms or conditions X?,Yes,Yes,221725,Does Anyone Use Singulair?, Does anyone on this board use Singulair for allergies and asthma? Do you feel it is helping you? I take it at night and really am at a loss to determine just what it is that this drug does. I am afraid to stop taking it since my pcp told me it could bring on an asthma attack. What effects do you have from it? Any?,10,0.108900066
447472479,How should I manage or treat symptoms or conditions X?,Yes,Yes,245162,HELP!! I need relief for intense itching," 5 days ago I started itching all over my body. Not sure if it was a drug allergy (Doxycycline) or an allergic reaction to wearing latex gloves a work. First, I tried to medicate myself with Benadryl Cream and capsules. NO relief. Ended up visiting the ER for a shot of Benadryl and a prescription of Prednisone to be taken for 1 week. The prednisone helps temporarily but in a few hrs. the itching comes back. How long does it take for prednisone to work completely? What creams, etc. can I try in the meantime? ANY suggestions will be sincerely appreciated.",10,0.494930008
447489269,How should I manage or treat symptoms or conditions X?,No,,319076,Alcohol allergies," Hi all, just curios to see if there is a cure/treatment for allergies to alcohol?",10,0.64238831
447472214,"Story telling, news, sharing or asking about experience, or soliciting support.",No,,668765,What' s going on in my heart world," I wanted to touch base with everyone, (especially kitslady cgranulomatis) on my recent cardiologist appt. I was ever so worried about having a heart biospy on 2/9. Well I found out yesterday I do not need one at this point. Apparently they have been able to determine that my cardiomyopthy was brought on by the virus coxsackie B4. ( No longer idiopathic, right). They determined this by blood work. Apparently there was a high amount still showing in my system. They explained that at the lab, they dilute the sample and test, then dilute again and test. Apparently they diluted the sample 340 times and the virus was still present. (Seems like alot) They did do more blood work, only 1 tube this time. Last appt they took 4 tubes. Right now my treatment is the same, meds for 6-9 months, although they did change my meds a little. If my heart does not improve within that time frame, we will be looking at a device that will shock my heart should I go into failure. (right now I can't recall the name of the device). I did ask what is keeping me from heart failure right now and the response was 'Good Question'. I'm hoping it's the meds that keep me going...... I go back to see Cardiologist in 1 month. I am going to see a neurologist next Tues. My hubby attended Cardiologist with me and pointed out to the Dr that there are some things going on with my thinking process and easy frustration levels. The Dr said this virus could also affect my neurological/spinal sytems and wants me checked out just to be sure nothing is going on there. After reading a bit on the internet, I have had a stiff neck the last few days, this is a little worrisome. I was thinking it was due to my stress levels going up again at work. Anyway, thanks for listening. :) B2B",65,0.954987208
447489215,"Story telling, news, sharing or asking about experience, or soliciting support.",No,,673832,Intro  New Member," Hi, My name is CK and I just joined your support group. I'm a 43 year old female and I hope to meet, support and grow with you all as I also need this support. 10 years ago I started having back problems which lead to a few operations and then having my back fused in 2 places. Recently S1 has started giving me trouble but more importantly I just found out I have hypertrophic-cardiomyopathy and I'm looking for some information from someone else who is also going through this. I'm scared but hopefully not alone. I will also be here for anyone who needs support...... who needs to talk or if you need a shoulder to cry on. I hope to hear back from someone soon.... Thank you, Cathy",65,0.716943429
447472197,Can drugs or treatments X cause adverse finding Y?,No,,635354,Weaning off Effexor?," Hi everyone.. i have been on Effexor for almost 7 years now. My doctor rarely does follow ups unless I ask for them. I have been asking to wean off of them because I feel as though they arent the proper route for me. I am also on Wellbutrin. So my doctor switched my rx to the minimal dosage. I take 37.5 mg once a day. I have been trying to cut that one out, but OMG the side effects are unbearable... My doc has told me to open the caplet and count out the granules and take one granule away per day... Has anyone does this with any success?? I am being tested for all sort of things, since I feel awful, pain in the body, loss of hair, no emotion, no libido, constantly tired etc.. So far it looks like my thryroid..but after some research I am starting to think that my problem is related to the Effexor? Could this be possible? Any input would be greatly appreciated! Thank you Ang�le",44,0.331410546
447472519,"What is the cause of symptoms, conditions, or test findings X?",No,,703874,cancer, what else could it be if my nipple inverts when i raise my arm and i have had a blood discharge from the same nipple,23,0.725486604
447472169,"What is the cause of symptoms, conditions, or test findings X?",No,,608280,Dimple?," I think I have a breast dimple. I was standing in front of a mirror and noticed a little shadow. It only shows up when I put my arm down at my side and flex my pectoral muscles, and sometimes it's easier to spot than others - in fact, in some light I don't notice it at all. It's on my left breast, and looks like a little horizontal line near my armpit. I haven't been able to feel a lump, but maybe I just haven't checked carefully enough? I'm due for my annual mammogram, so I'm going to call and set it up and mention that although it's a routine mammogram, I do have a concern - maybe they'll get me in sooner. I'm trying not to panic. Meanwhile, is there any way that this could be within the realm of normal? I do have fibrocystic breasts that always get a little swollen and lumpy looking during my period, so I'll worry less if it's gone in a few days. I've also been working out a lot in the last month or so, so maybe the added muscle and decreased fat have made a bit of a difference in the terrain? I've never noticed it before, but as I said, in some light I don't even see it. Guess I'm just hoping someone will hop on here and say they had this same thing and it turned out OK ...",23,0.551926333
447472501,How should I manage or treat symptoms or conditions X?,Yes,Yes,699495,Is there a best rated antidepressant?," I know they all work differently on different people. I just can't stand the thought of having to wait weeks to see if a pill is even going to work for me. I was given Luvox for OCD/depression/anxiety but then I found out Luvox was extremely expensive. Even the generic form was well over 100 dollars. That surprised me because I've never even heard of that pill before this week. I am looking to see if there is a specific A.D that has been the best received. I was on Paxil a few years ago and it sucked. I have heard mostly negative things about Zoloft too. Some people have been helped by it, but everywhere I go 85% of Zoloft feedback is bad...mostly relating to feeling like a zombie. My mother and sister said that as well.",44,0.057945913
447472279,"What is the cause of symptoms, conditions, or test findings X?",No,,745254,heart attack symptoms," hey, i keep getting whiffs of toast and no one is cooking any. also my left hand is slightly numb. should i be worried? i've had normal ecg/chest x ray/blood test within the last year and a half zigs",65,0.897061654
447472252,"Story telling, news, sharing or asking about experience, or soliciting support.",No,,858325,Long Qt Syndrom scared, Hi I just found out that I have this Long Qt syndrom. My family doctor is sending me to see a cardiologist sometime in the next week or so. This was found on my EKG for pre-op for surgery. My family doctor told me about this and then said not to worry. When someone tells you this can cause sudden death. You go right too being worried. If any one has this could you please let me know what i'm in for when I see the cardiologist.. Thanks J bean :eek:,65,0.701398511
